student_id,student_name,student_gpa,student_category,student_location,internship_id,company,title,internship_location,stipend,work_mode,similarity_score,success_probability
STU00489,Nisha U. Aggarwal,8.35,rural,Surat,INT00200,Zomato,Deep Learning Intern,Jaipur,43384.0,Remote,0.6919784414783395,0.7504604445618408
STU00880,Anika S. Malhotra,7.19,general,Noida,INT00043,EY,Strategy Intern,Bangalore,57408.0,On-site,0.6546291011259313,0.8064132808052807
STU00700,Tara Mittal,8.4,general,Hyderabad,INT00105,McKinsey,Graphic Designer Intern,Gurgaon,67298.0,On-site,0.6995306301696195,0.7384382173371615
STU00194,Tara Sharma,8.76,female,Chennai,INT00026,Zomato,Mobile App Developer Intern,Gurgaon,61191.0,Remote,0.6290385471219806,0.8432352973922875
STU00444,Sunita Chauhan,9.28,general,Pune,INT00087,JP Morgan,Data Analyst Intern,Jaipur,94475.0,On-site,0.6438118402488283,0.8200433524300569
STU00125,Aadhya N. Patel,8.65,general,Bangalore,INT00057,Freshworks,AI Research Intern,Hyderabad,42547.0,Hybrid,0.6526784385582965,0.8062880317427707
STU00770,Fatima Nair,8.19,general,Pune,INT00197,Microsoft,Machine Learning Intern,Pune,116094.0,Remote,0.6440903214869552,0.8188681688318269
STU00664,Ayaan Patel,8.73,general,Surat,INT00034,Flipkart,React Developer Intern,Noida,78353.0,Hybrid,0.6296460789714198,0.8403395062517682
STU00429,Sunita Kumar,7.86,general,Kolkata,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6428947592245359,0.8204196667034171
STU00775,Diya U. Mittal,8.88,rural,Chennai,INT00177,JP Morgan,InfoSec Intern,Chennai,99132.0,On-site,0.6406656749092108,0.8225931875279857
STU00435,Pooja Iyer,8.87,general,Gurgaon,INT00150,Flipkart,Deep Learning Intern,Jaipur,54142.0,On-site,0.61638834965638,0.8588850354644689
STU00887,Sunita Z. Pandey,6.93,general,Noida,INT00024,Ola,Data Analyst Intern,Jaipur,75338.0,On-site,0.6707743542345275,0.7771230259516259
STU00761,Rita Aggarwal,9.27,general,Pune,INT00069,JP Morgan,Software Engineer Intern,Bangalore,84654.0,Remote,0.6097528620571556,0.8684997712365458
STU00755,Darsh Pandey,8.45,general,Kolkata,INT00195,Morgan Stanley,InfoSec Intern,Ahmedabad,98931.0,Hybrid,0.6248286919762472,0.8455229736669743
STU00698,Daksh Aggarwal,7.62,general,Gurgaon,INT00078,Cognizant,Software Engineer Intern,Mumbai,38394.0,On-site,0.6417608854933342,0.8177178763804798
STU00532,Rohan Gupta,8.14,female,Chennai,INT00136,PhonePe,iOS Developer Intern,Chennai,58638.0,Hybrid,0.6451793752446049,0.8123936298342416
STU00496,Rekha Goyal,8.0,general,Surat,INT00200,Zomato,Deep Learning Intern,Jaipur,43384.0,Remote,0.6579417685729037,0.791827637767581
STU00253,Rohan Chauhan,8.08,general,Delhi,INT00038,Goldman Sachs,Strategy Intern,Hyderabad,108685.0,Remote,0.6312185195227028,0.8314256960660985
STU00554,Anaya Thakur,9.47,general,Chennai,INT00041,HCL Technologies,Software Engineer Intern,Surat,44284.0,Remote,0.616132210084104,0.854053076630937
STU00990,Rahul D. Pandey,8.46,female,Mumbai,INT00091,Unacademy,React Developer Intern,Ahmedabad,56490.0,On-site,0.6594554354643762,0.7882222575278119
STU00953,Krishna Mehta,8.58,reserved,Gurgaon,INT00075,HCL Technologies,Frontend Developer Intern,Noida,40202.0,On-site,0.6258422356065578,0.8378864198308489
STU00619,Shaurya Sharma,8.65,rural,Chennai,INT00131,PhonePe,React Developer Intern,Chennai,50792.0,Hybrid,0.6593363233706111,0.7876323410504337
STU00960,Kartik J. Bansal,9.52,rural,Chennai,INT00143,ICICI Bank,Product Management Intern,Gurgaon,85633.0,On-site,0.6647788029251734,0.7782304043974814
STU00967,Vihaan Yadav,6.74,general,Bangalore,INT00129,Accenture,Product Designer Intern,Mumbai,44871.0,Remote,0.6626537199313223,0.7809775370982845
STU00781,Rohan Malhotra,8.9,reserved,Kolkata,INT00088,Amazon,ML Engineer Intern,Pune,97486.0,On-site,0.622905299033172,0.8398575986439121
STU00590,Anaya I. Saxena,9.57,general,Kolkata,INT00039,PhonePe,Frontend Developer Intern,Chennai,52977.0,On-site,0.6065995294422746,0.8643024242333012
STU00503,Pari D. Singh,7.84,general,Pune,INT00159,Meta,Deep Learning Intern,Delhi,91362.0,On-site,0.6331455025867252,0.8243888416761538
STU00236,Vivaan Joshi,9.34,general,Surat,INT00047,Apple,Full Stack Developer Intern,Surat,143532.0,On-site,0.6296986091435959,0.8293255540064468
STU00333,Meena B. Rajput,8.97,general,Gurgaon,INT00022,JP Morgan,InfoSec Intern,Pune,62507.0,Hybrid,0.6523089052181988,0.7953760256711226
STU00250,Geeta T. Sharma,7.73,rural,Pune,INT00037,Swiggy,Machine Learning Intern,Pune,50945.0,Hybrid,0.6890363939869405,0.7401103697342916
STU00080,Pari Mittal,8.69,general,Gurgaon,INT00026,Zomato,Mobile App Developer Intern,Gurgaon,61191.0,Remote,0.6545596083949338,0.7911534315572237
STU00406,Rita Singh,8.82,general,Chennai,INT00040,Accenture,Business Analyst Intern,Delhi,47476.0,On-site,0.6502097250047969,0.7975929502236295
STU00965,Aryan Goel,8.14,general,Gurgaon,INT00144,KPMG,Product Management Intern,Ahmedabad,53557.0,On-site,0.6676703492537199,0.7712116318500212
STU00303,Ajay P. Mehta,8.34,general,Gurgaon,INT00050,Goldman Sachs,Security Analyst Intern,Kolkata,80852.0,On-site,0.6987296258439049,0.7240961006114822
STU00970,Ravi Gupta,7.2,female,Jaipur,INT00017,JP Morgan,Software Engineer Intern,Chennai,67564.0,Hybrid,0.6616719114244975,0.7788297879116052
STU00468,Aditi Verma,7.58,general,Jaipur,INT00143,ICICI Bank,Product Management Intern,Gurgaon,85633.0,On-site,0.6601794989982963,0.7798511752799733
STU00441,Aryan S. Joshi,6.57,female,Noida,INT00167,Morgan Stanley,Full Stack Developer Intern,Delhi,116756.0,On-site,0.6653237291086959,0.7706238025166163
STU00423,Kartik Aggarwal,8.8,general,Ahmedabad,INT00132,Netflix,DevOps Engineer Intern,Ahmedabad,133120.0,On-site,0.6256241519415597,0.8291909868145204
STU00467,Aditi Q. Mishra,6.98,general,Gurgaon,INT00019,Deloitte,Business Analyst Intern,Mumbai,48352.0,On-site,0.6726897262733315,0.7584504844275253
STU00277,Geeta Goel,8.41,general,Chennai,INT00042,Paytm,Data Analyst Intern,Chennai,64524.0,On-site,0.6618410766762199,0.7730497233870532
STU00826,Anika Malhotra,8.96,rural,Mumbai,INT00152,PwC,Business Analyst Intern,Chennai,43890.0,Remote,0.6325454285132035,0.8166358408304395
STU00141,Meena Tiwari,8.37,general,Noida,INT00046,Goldman Sachs,InfoSec Intern,Mumbai,67597.0,Remote,0.6259330704130703,0.8260329642336163
STU00985,Arnav N. Mehta,8.01,reserved,Bangalore,INT00071,Deloitte,Product Management Intern,Hyderabad,40503.0,On-site,0.6963391920595321,0.718482133055109
STU00519,Krishna Malhotra,8.71,reserved,Jaipur,INT00096,Wipro,Software Engineer Intern,Pune,39744.0,Hybrid,0.6176149244153555,0.835752228590548
STU00617,Nikhil S. Jindal,7.58,general,Hyderabad,INT00091,Unacademy,React Developer Intern,Ahmedabad,56490.0,On-site,0.6678863624023597,0.7601672904975306
STU00254,Atharv Goyal,7.91,rural,Hyderabad,INT00189,KPMG,ML Engineer Intern,Bangalore,47882.0,On-site,0.6326822197618545,0.8122215156402969
STU00915,Saanvi J. Joshi,8.34,general,Delhi,INT00028,McKinsey,Graphic Designer Intern,Chennai,57996.0,Hybrid,0.6455581619247828,0.7913015763231905
STU00925,Kartik Thakur,7.79,general,Delhi,INT00062,Paytm,React Developer Intern,Bangalore,44482.0,On-site,0.6449071546533638,0.791551563973842
STU00240,Rohan Q. Mehta,8.68,general,Kolkata,INT00173,Netflix,Backend Developer Intern,Bangalore,112748.0,Remote,0.614085067755075,0.8370061349547627
STU00592,Priya Mittal,8.46,general,Bangalore,INT00058,Morgan Stanley,Backend Developer Intern,Pune,98309.0,Hybrid,0.6326710029387002,0.8088055563865327
STU00530,Myra Kumar,8.71,general,Mumbai,INT00180,Flipkart,Android Developer Intern,Pune,42269.0,On-site,0.6575154095662532,0.7710866451205896
STU00162,Myra Jain,9.17,general,Gurgaon,INT00111,Wipro,Full Stack Developer Intern,Gurgaon,46374.0,On-site,0.6120890934935346,0.8391643959758335
STU00481,Nikhil Bansal,9.39,general,Ahmedabad,INT00193,Zomato,Android Developer Intern,Jaipur,61684.0,Hybrid,0.6374802220097033,0.7998874976939991
STU00157,Atharv Kapoor,7.46,rural,Noida,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6362368585758137,0.8003899744290482
STU00758,Advaith Verma,8.82,general,Mumbai,INT00094,Infosys,Full Stack Developer Intern,Delhi,31559.0,On-site,0.633036192820388,0.804903950489272
STU00340,Aditya Joshi,8.13,reserved,Bangalore,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.620660617730909,0.8227268039053572
STU00345,Amit E. Bansal,8.59,rural,Kolkata,INT00021,Tech Mahindra,Backend Developer Intern,Kolkata,32304.0,On-site,0.6735822553060687,0.7433363392475553
STU00539,Aahan Bansal,8.95,female,Hyderabad,INT00095,Freshworks,Data Analyst Intern,Ahmedabad,42953.0,On-site,0.6035722360747704,0.8483449740452065
STU00677,Diya G. Aggarwal,8.85,reserved,Gurgaon,INT00184,Accenture,Product Designer Intern,Delhi,41315.0,Hybrid,0.6090868579140595,0.8396888124187416
STU00078,Aryan Singh,7.54,rural,Gurgaon,INT00162,Microsoft,AI Research Intern,Kolkata,145673.0,On-site,0.6629201288634892,0.7556248437490145
STU00273,Ravi Aggarwal,8.89,reserved,Jaipur,INT00163,Netflix,Cloud Engineer Intern,Kolkata,87589.0,Remote,0.6188537703625716,0.8212812545937926
STU00027,Lata Patel,8.72,rural,Delhi,INT00137,Wipro,Software Engineer Intern,Delhi,25404.0,Hybrid,0.6172622298163299,0.8235726805443315
STU00003,Meena Bansal,6.88,rural,Jaipur,INT00109,JP Morgan,Product Management Intern,Ahmedabad,106801.0,Remote,0.669011001529218,0.7457472712588313
STU00710,Rekha Nair,8.83,general,Ahmedabad,INT00123,Freshworks,Android Developer Intern,Noida,71485.0,Hybrid,0.6085778367697988,0.835875079845269
STU00777,Rita Malhotra,8.76,general,Bangalore,INT00058,Morgan Stanley,Backend Developer Intern,Pune,98309.0,Hybrid,0.634128384958617,0.7958018184870899
STU00012,Arjun Gupta,7.27,general,Jaipur,INT00051,Amazon,Full Stack Developer Intern,Chennai,100232.0,Remote,0.659528191338461,0.7575139869206658
STU00645,Nikhil D. Joshi,9.05,general,Surat,INT00061,TCS,Full Stack Developer Intern,Mumbai,46027.0,Hybrid,0.6244529693219786,0.8093570775607655
STU00663,Kavya O. Gupta,8.57,rural,Mumbai,INT00033,KPMG,Strategy Intern,Noida,77924.0,On-site,0.615472860476691,0.8227635875338474
STU00263,Vikram Nair,9.14,reserved,Ahmedabad,INT00161,Apple,Backend Developer Intern,Jaipur,130703.0,Remote,0.6043956883751679,0.8390538483341482
STU00905,Aryan G. Kumar,8.3,general,Kolkata,INT00035,TCS,Product Management Intern,Pune,39272.0,Hybrid,0.6496456028422773,0.7708342039165075
STU00550,Advaith Sharma,9.39,female,Noida,INT00100,Goldman Sachs,ML Engineer Intern,Hyderabad,90570.0,Remote,0.5904851613216905,0.8588690187831975
STU00560,Vihaan P. Iyer,7.72,female,Bangalore,INT00019,Deloitte,Business Analyst Intern,Mumbai,48352.0,On-site,0.6729149768360401,0.7342967413020284
STU00216,Aadhya A. Kapoor,9.01,reserved,Noida,INT00053,Tech Mahindra,Software Engineer Intern,Bangalore,42405.0,On-site,0.6323391099508676,0.7951434540994198
STU00901,Rahul Nair,8.23,reserved,Surat,INT00050,Goldman Sachs,Security Analyst Intern,Kolkata,80852.0,On-site,0.6445951959982361,0.7767146758906692
STU00583,Keya Rajput,8.41,reserved,Surat,INT00018,Paytm,Data Analyst Intern,Chennai,35232.0,Hybrid,0.6331079240136706,0.7933655981678339
STU00380,Rekha T. Pandey,8.71,general,Pune,INT00159,Meta,Deep Learning Intern,Delhi,91362.0,On-site,0.6179345409435275,0.8156808206046899
STU00662,Anika Y. Mittal,6.61,female,Chennai,INT00192,KPMG,Business Analyst Intern,Chennai,57601.0,Hybrid,0.672540147748344,0.7332927719729115
STU00225,Aahan Aggarwal,7.58,rural,Mumbai,INT00135,TCS,Business Analyst Intern,Bangalore,36659.0,On-site,0.6479343567562577,0.7700641267052011
STU00690,Anaya Goel,7.64,general,Ahmedabad,INT00023,McKinsey,Product Management Intern,Noida,63869.0,Remote,0.6296097473098746,0.7966907480214603
STU00112,Aryan Mittal,7.7,general,Delhi,INT00120,PwC,Product Designer Intern,Mumbai,87700.0,On-site,0.6619764637328497,0.7480971667377507
STU00122,Ajay Pandey,8.24,general,Mumbai,INT00129,Accenture,Product Designer Intern,Mumbai,44871.0,Remote,0.6297960541478048,0.7960844365708424
STU00334,Khushi Saxena,6.81,general,Delhi,INT00067,TCS,Software Engineer Intern,Delhi,34425.0,On-site,0.6512428964686134,0.7638046881025546
STU00117,Aditya Thakur,8.66,general,Mumbai,INT00140,Freshworks,Android Developer Intern,Surat,53369.0,Remote,0.6374438295507291,0.7841284126560746
STU00936,Atharv V. Verma,6.92,rural,Pune,INT00027,Zomato,iOS Developer Intern,Pune,78750.0,Hybrid,0.6394238258517542,0.7788885649433455
STU00609,Riya Shah,8.46,reserved,Ahmedabad,INT00126,HDFC Bank,Software Engineer Intern,Ahmedabad,72453.0,On-site,0.6275913636884278,0.79643984123725
STU00932,Rita Y. Nair,8.54,general,Surat,INT00157,ICICI Bank,Strategy Intern,Hyderabad,91248.0,Hybrid,0.6084705023593251,0.8242846718997856
STU00190,Krishna C. Sharma,8.25,general,Delhi,INT00174,Wipro,Web Developer Intern,Bangalore,27112.0,On-site,0.6204028610093022,0.8059179305072752
STU00421,Khushi Mittal,7.55,general,Bangalore,INT00070,Netflix,AI Research Intern,Chennai,143656.0,Hybrid,0.686450797027446,0.7068081131321706
STU00188,Saanvi Thakur,6.84,reserved,Gurgaon,INT00193,Zomato,Android Developer Intern,Jaipur,61684.0,Hybrid,0.642224881742587,0.7720752737115574
STU00708,Kartik E. Patel,8.6,rural,Jaipur,INT00120,PwC,Product Designer Intern,Mumbai,87700.0,On-site,0.616857917533562,0.8100440966936804
STU00100,Ayaan Kapoor,9.34,rural,Mumbai,INT00076,Freshworks,Android Developer Intern,Mumbai,55342.0,On-site,0.588605222224128,0.8515561004818836
STU00685,Aarav Patel,6.91,general,Hyderabad,INT00200,Zomato,Deep Learning Intern,Jaipur,43384.0,Remote,0.646202982793227,0.7642850144235085
STU00398,Kavya M. Jain,7.28,general,Chennai,INT00156,TCS,Business Analyst Intern,Chennai,33979.0,On-site,0.7026743552083856,0.6794427229704886
STU00843,Karan Joshi,7.63,general,Ahmedabad,INT00007,HDFC Bank,InfoSec Intern,Ahmedabad,67310.0,On-site,0.6678913967571138,0.7315521041150683
STU00896,Pihu Rajput,8.06,female,Mumbai,INT00044,Infosys,Strategy Intern,Chennai,39156.0,Remote,0.6307721430614266,0.7871774639551925
STU00075,Ravi Singh,7.91,general,Jaipur,INT00174,Wipro,Web Developer Intern,Bangalore,27112.0,On-site,0.6438973303187311,0.7674205366613899
STU00434,Aryan Singh,7.5,general,Jaipur,INT00168,Flipkart,Data Analyst Intern,Kolkata,70819.0,On-site,0.6515679564227036,0.7558111291031051
STU00499,Vivaan Jain,8.28,reserved,Pune,INT00082,Amazon,ML Engineer Intern,Surat,141474.0,On-site,0.6482212488479896,0.7606941588738964
STU00237,Saanvi E. Thakur,8.13,general,Ahmedabad,INT00006,BYJU'S,Deep Learning Intern,Noida,42185.0,Hybrid,0.6156345887213138,0.8094647633320794
STU00404,Lata Chopra,7.21,reserved,Mumbai,INT00181,TCS,Backend Developer Intern,Bangalore,37398.0,Remote,0.6592969729015742,0.7438278472764049
STU00595,Suresh Malhotra,8.93,general,Delhi,INT00124,JP Morgan,InfoSec Intern,Gurgaon,75792.0,Hybrid,0.6130236280351287,0.812905048036802
STU00827,Geeta Kumar,8.69,female,Bangalore,INT00113,McKinsey,Product Designer Intern,Noida,88274.0,On-site,0.6369573273364826,0.776888420987438
STU00297,Anaya U. Jain,9.16,general,Noida,INT00054,HDFC Bank,ML Engineer Intern,Ahmedabad,104407.0,Remote,0.6568481423701205,0.7461922768256882
STU00797,Ayaan Goyal,7.69,general,Hyderabad,INT00042,Paytm,Data Analyst Intern,Chennai,64524.0,On-site,0.649145254539106,0.7575354798907167
STU00363,Arnav Yadav,7.11,rural,Noida,INT00023,McKinsey,Product Management Intern,Noida,63869.0,Remote,0.6991856938407859,0.6816477033826278
STU00193,Sneha Bansal,7.0,rural,Ahmedabad,INT00108,Goldman Sachs,Strategy Intern,Gurgaon,110539.0,On-site,0.6349094557008947,0.7777149965026244
STU00338,Khushi X. Agarwal,8.3,general,Gurgaon,INT00063,Google,Cloud Engineer Intern,Pune,88330.0,On-site,0.614376729528957,0.8085025386945479
STU00549,Aditya D. Verma,6.83,rural,Mumbai,INT00009,Netflix,Deep Learning Intern,Gurgaon,107760.0,On-site,0.6630562372987452,0.735475689156948
STU00899,Daksh Verma,8.65,general,Hyderabad,INT00078,Cognizant,Software Engineer Intern,Mumbai,38394.0,On-site,0.6153067470856022,0.806704930226934
STU00108,Ayaan Goyal,6.78,reserved,Mumbai,INT00174,Wipro,Web Developer Intern,Bangalore,27112.0,On-site,0.6424113838945542,0.7654420379681569
STU00675,Darsh Mishra,9.35,general,Kolkata,INT00109,JP Morgan,Product Management Intern,Ahmedabad,106801.0,Remote,0.5962381637574033,0.8345012320366318
STU00790,Vikram Thakur,7.91,general,Chennai,INT00120,PwC,Product Designer Intern,Mumbai,87700.0,On-site,0.6408742617321963,0.7669654901194398
STU00195,Ravi Jain,8.02,rural,Chennai,INT00089,KPMG,Data Science Intern,Chennai,53072.0,On-site,0.6609323615230085,0.7355313199593052
STU00093,Aarav Verma,8.49,general,Mumbai,INT00196,Tech Mahindra,Full Stack Developer Intern,Hyderabad,32253.0,On-site,0.6172388085857441,0.8008959379006387
STU00104,Fatima W. Kapoor,8.88,rural,Pune,INT00117,Infosys,Full Stack Developer Intern,Surat,28808.0,On-site,0.6523794181068397,0.7464227971027506
STU00211,Ira Mehta,7.61,female,Mumbai,INT00043,EY,Strategy Intern,Bangalore,57408.0,On-site,0.6613122864051619,0.7328359602088745
STU00409,Vihaan Thakur,8.47,female,Delhi,INT00020,TCS,Full Stack Developer Intern,Kolkata,25812.0,On-site,0.6179176965037003,0.7965399996291618
STU00459,Keya Chauhan,9.05,general,Hyderabad,INT00039,PhonePe,Frontend Developer Intern,Chennai,52977.0,On-site,0.5907030210775795,0.8372673370733126
STU00379,Ayaan Chauhan,7.39,general,Delhi,INT00130,HCL Technologies,Software Engineer Intern,Mumbai,25216.0,On-site,0.6883337324106027,0.6906146194599995
STU00174,Rekha Z. Bansal,7.85,reserved,Delhi,INT00190,Amazon,Data Science Intern,Pune,130868.0,On-site,0.6588859593469638,0.7335478074477593
STU00143,Rohan J. Kapoor,8.53,rural,Jaipur,INT00034,Flipkart,React Developer Intern,Noida,78353.0,Hybrid,0.6105358515731315,0.8058147970635836
STU00876,Arnav Singh,9.24,general,Kolkata,INT00179,Microsoft,Site Reliability Intern,Jaipur,110490.0,On-site,0.5937539319793608,0.8308007143101708
STU00821,Ananya A. Yadav,6.7,general,Gurgaon,INT00104,Amazon,AI Research Intern,Gurgaon,121750.0,Remote,0.6446260651744414,0.7543748539207736
STU00493,Riya Y. Jindal,9.21,rural,Gurgaon,INT00178,JP Morgan,Data Science Intern,Bangalore,97728.0,Remote,0.5888923465590625,0.8378889349447494
STU00370,Meena Kapoor,8.8,general,Surat,INT00170,Axis Bank,Product Management Intern,Kolkata,64904.0,On-site,0.6148564443846318,0.7986047029536354
STU00463,Nikhil Singh,8.37,rural,Kolkata,INT00130,HCL Technologies,Software Engineer Intern,Mumbai,25216.0,On-site,0.6209335944674247,0.7893674652845686
STU00416,Harsh Malhotra,8.59,reserved,Gurgaon,INT00052,Goldman Sachs,Security Analyst Intern,Noida,108940.0,On-site,0.6353414854150408,0.7672377800163356
STU00772,Arnav G. Thakur,7.95,general,Kolkata,INT00104,Amazon,AI Research Intern,Gurgaon,121750.0,Remote,0.6304814494318988,0.7742501715316399
STU00261,Ajay Agarwal,8.05,general,Ahmedabad,INT00101,HDFC Bank,Cybersecurity Intern,Delhi,92686.0,On-site,0.6181295158789016,0.7924042767824371
STU00223,Aahan Goel,9.2,reserved,Bangalore,INT00185,Tech Mahindra,Full Stack Developer Intern,Gurgaon,35849.0,On-site,0.6107052112172178,0.8032374960246096
STU00789,Dev Nair,8.21,general,Bangalore,INT00194,Tech Mahindra,Backend Developer Intern,Mumbai,26888.0,On-site,0.6109927060809308,0.8026708349536238
STU00649,Meena Rajput,8.95,rural,Surat,INT00003,BYJU'S,React Developer Intern,Hyderabad,78336.0,On-site,0.6531740689976935,0.738674503629156
STU00427,Vihaan V. Gupta,8.72,general,Bangalore,INT00044,Infosys,Strategy Intern,Chennai,39156.0,Remote,0.6178406134158729,0.791307876475813
STU00890,Aditya C. Yadav,8.62,rural,Noida,INT00170,Axis Bank,Product Management Intern,Kolkata,64904.0,On-site,0.6094902583765817,0.8033600355603581
STU00030,Sneha Sharma,7.0,general,Ahmedabad,INT00145,Meta,Cloud Engineer Intern,Ahmedabad,100989.0,On-site,0.6591212203720374,0.7280502339675239
STU00413,Sita Jindal,7.73,rural,Delhi,INT00070,Netflix,AI Research Intern,Chennai,143656.0,Hybrid,0.6252420164506329,0.7775708083762713
STU00007,Dev Bansal,7.99,general,Delhi,INT00151,Accenture,Strategy Intern,Mumbai,88233.0,On-site,0.6075377741800231,0.804105288308898
STU00787,Saanvi A. Shah,8.21,general,Gurgaon,INT00172,Freshworks,AI Research Intern,Surat,79961.0,On-site,0.6110644556494274,0.798327500721981
STU00124,Rekha Thakur,8.5,reserved,Delhi,INT00052,Goldman Sachs,Security Analyst Intern,Noida,108940.0,On-site,0.6074849028124031,0.8036857795275729
STU00389,Geeta J. Nair,8.1,general,Delhi,INT00184,Accenture,Product Designer Intern,Delhi,41315.0,Hybrid,0.6125686233113987,0.795122331762173
STU00949,Vivaan Aggarwal,8.6,general,Mumbai,INT00151,Accenture,Strategy Intern,Mumbai,88233.0,On-site,0.5998903603695769,0.8135151146053223
STU00431,Myra Chopra,7.13,general,Ahmedabad,INT00105,McKinsey,Graphic Designer Intern,Gurgaon,67298.0,On-site,0.649719129527,0.7386368770330105
STU00010,Rahul Singh,7.47,female,Ahmedabad,INT00133,Netflix,ML Engineer Intern,Chennai,115532.0,Remote,0.6301486119201714,0.7676410798342591
STU00561,Lata Chauhan,8.7,reserved,Ahmedabad,INT00036,PwC,ML Engineer Intern,Chennai,62304.0,On-site,0.6084404980688971,0.7997264257356752
STU00661,Priya Chopra,8.78,reserved,Bangalore,INT00006,BYJU'S,Deep Learning Intern,Noida,42185.0,Hybrid,0.6020689469397512,0.8089371583762155
STU00197,Aditya U. Sharma,7.64,general,Pune,INT00174,Wipro,Web Developer Intern,Bangalore,27112.0,On-site,0.6303382650821885,0.7664428585320553
STU00360,Shaurya P. Patel,7.4,general,Jaipur,INT00078,Cognizant,Software Engineer Intern,Mumbai,38394.0,On-site,0.6482872990577926,0.7392858354030025
STU00606,Geeta D. Saxena,7.72,general,Jaipur,INT00009,Netflix,Deep Learning Intern,Gurgaon,107760.0,On-site,0.688456245964653,0.6789357506762402
STU00047,Ayaan Chauhan,8.74,rural,Jaipur,INT00076,Freshworks,Android Developer Intern,Mumbai,55342.0,On-site,0.5906463915909282,0.8255482526257617
STU00588,Geeta Pandey,8.88,rural,Gurgaon,INT00116,PhonePe,Data Analyst Intern,Delhi,51217.0,On-site,0.596640347783286,0.8160118050382366
STU00212,Sita Gupta,8.31,reserved,Bangalore,INT00061,TCS,Full Stack Developer Intern,Mumbai,46027.0,Hybrid,0.6246138550634143,0.773050334306554
STU00063,Ira Sharma,8.44,reserved,Gurgaon,INT00026,Zomato,Mobile App Developer Intern,Gurgaon,61191.0,Remote,0.5993921293872351,0.8102708415024715
STU00994,Advaith Z. Chauhan,7.12,general,Mumbai,INT00196,Tech Mahindra,Full Stack Developer Intern,Hyderabad,32253.0,On-site,0.6315477491556399,0.761223743474711
STU00461,Rohan O. Iyer,8.04,general,Ahmedabad,INT00144,KPMG,Product Management Intern,Ahmedabad,53557.0,On-site,0.614583991521942,0.7855056075795287
STU00377,Saanvi Goyal,7.33,general,Ahmedabad,INT00133,Netflix,ML Engineer Intern,Chennai,115532.0,Remote,0.6398603752099832,0.7475630196137191
STU00037,Nisha U. Iyer,8.69,rural,Mumbai,INT00123,Freshworks,Android Developer Intern,Noida,71485.0,Hybrid,0.6311591949793045,0.7605857506045668
STU00480,Priya Jain,8.01,reserved,Chennai,INT00008,Cognizant,Full Stack Developer Intern,Chennai,25638.0,On-site,0.6147890288936424,0.7851240768116441
STU00643,Pooja Goel,8.32,general,Ahmedabad,INT00181,TCS,Backend Developer Intern,Bangalore,37398.0,Remote,0.6603670283510583,0.7166616470715835
STU00959,Sara L. Jindal,8.59,female,Ahmedabad,INT00155,EY,Software Engineer Intern,Ahmedabad,75868.0,On-site,0.6211396936301993,0.7751094950286241
STU00275,Kavya F. Rajput,7.26,general,Jaipur,INT00147,TCS,Web Developer Intern,Surat,44561.0,On-site,0.6327082479664388,0.757735226639785
STU00991,Sunita J. Singh,7.77,general,Kolkata,INT00105,McKinsey,Graphic Designer Intern,Gurgaon,67298.0,On-site,0.6634893111613298,0.7107768690165576
STU00829,Pihu Mittal,7.21,female,Gurgaon,INT00166,Google,Software Engineer Intern,Gurgaon,122179.0,Remote,0.630519586726846,0.7600298261286665
STU00506,Advaith X. Goyal,9.11,reserved,Ahmedabad,INT00199,HCL Technologies,Frontend Developer Intern,Mumbai,38715.0,On-site,0.641445542978205,0.7434258462952588
STU00176,Darsh J. Shah,8.73,reserved,Chennai,INT00008,Cognizant,Full Stack Developer Intern,Chennai,25638.0,On-site,0.6435584152585969,0.7401217312602539
STU00805,Rahul Tiwari,9.02,reserved,Delhi,INT00039,PhonePe,Frontend Developer Intern,Chennai,52977.0,On-site,0.6532336547798923,0.7254207171866168
STU00098,Lata Pandey,8.07,general,Pune,INT00046,Goldman Sachs,InfoSec Intern,Mumbai,67597.0,Remote,0.6561583531059958,0.7207846651741778
STU00978,Fatima Jain,8.1,female,Ahmedabad,INT00115,Ola,Web Developer Intern,Gurgaon,45467.0,Remote,0.632830783654423,0.755266176557088
STU00179,Rahul Shah,7.99,reserved,Chennai,INT00131,PhonePe,React Developer Intern,Chennai,50792.0,Hybrid,0.6147095074166724,0.7823922887899604
STU00043,Lata Mittal,8.4,general,Delhi,INT00172,Freshworks,AI Research Intern,Surat,79961.0,On-site,0.6502684546068571,0.7289699198840168
STU00809,Lata Rajput,8.37,female,Ahmedabad,INT00145,Meta,Cloud Engineer Intern,Ahmedabad,100989.0,On-site,0.64070167194819,0.742260875285389
STU00234,Harsh M. Mishra,7.67,general,Bangalore,INT00020,TCS,Full Stack Developer Intern,Kolkata,25812.0,On-site,0.6724657110753309,0.6941294528753702
STU00447,Arjun Joshi,8.83,rural,Bangalore,INT00089,KPMG,Data Science Intern,Chennai,53072.0,On-site,0.5846235054448796,0.8256910942638038
STU00922,Aditya J. Kumar,9.31,general,Kolkata,INT00063,Google,Cloud Engineer Intern,Pune,88330.0,On-site,0.575752690298821,0.8388360308862794
